Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Beacon Department of Motor Vehicles,223 Main St,,Beacon,NY,12508,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,41.507025,-73.974142,04/08/2020,123085,2021-03-11 23:22:17,LG,,,04/01/2019,J1772
ELEC,Hoselton Nissan,66 Marsh Rd,,East Rochester,NY,14445,,585-385-3560,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.100001,-77.481422,06/09/2020,44333,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,Hatchet Hardware of Waterford,42 Saratoga Ave,,Waterford,NY,12188,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,42.782254,-73.696148,03/22/2022,165117,2022-03-22 01:47:29,,,,08/11/2020,J1772
ELEC,GGMC Belltel Car Park - Tesla Destination,356  Bridge St,,Brooklyn,NY,11201,,718-643-1385  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692645,-73.985451,11/03/2020,114901,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,Red Ball Garage,142 E 31st Street,Located between Lexington Ave & 3rd Ave.  Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,Manhattan,NY,10016,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.744730,-73.980498,03/21/2022,187816,2022-03-21 22:55:12,,,,04/20/2021,J1772
ELEC,Ponquogue Beach Pavilion,280 Dune Rd,,Hampton Bays,NY,11946,,631-728-2530,E,,Public,24 hours daily; parking permit required,,,2,,,EV Connect,http://evconnect.com/,200-8,40.837540,-72.495432,05/06/2020,147061,2021-12-06 18:35:24,LG,,,08/20/2019,J1772
ELEC,"Brixmor Parkway Plaza (Carle Place, NY)",207-225 Glen Cove Rd,,Carle Place,NY,11514,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.748085,-73.616882,03/22/2022,203023,2022-03-22 01:32:58,,,,12/24/2021,CHADEMO J1772COMBO
ELEC,Union College - Park Hall Lot,450 Nott St,,Schenectady,NY,12308,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.820404,-73.935231,06/07/2021,154918,2021-12-06 18:36:15,P,,,04/02/2019,J1772
ELEC,RPI 1 RPI FLEET,2144 Burdett Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732209,-73.671332,03/22/2022,162147,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,S.A.N.Y. STATION ONE,1001 Park Ave,,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.051910,-76.180120,03/22/2022,180985,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,MPG Parking 98-41 Queens Blvd - Tesla Destination,98-59 65th Rd,,Rego Park,NY,11374,,718-997-0630  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.729133,-73.855355,11/03/2020,150577,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Charlotte Branch Library,3557 Lake Ave,,Rochester,NY,14612,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,43.235635,-77.624667,06/09/2020,123103,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,JLRWHITEPLAINS DC FAST 02,295 E Main St,,Elmsford,NY,10523,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.047409,-73.806255,03/22/2022,180129,2022-03-22 00:31:22,,,,01/27/2021,J1772COMBO
ELEC,HUDSON PRESERVE BLDG 11 #9,8 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.731430,-73.724330,03/22/2022,143229,2022-03-22 00:31:22,,,,08/15/2019,J1772
ELEC,Residence Inn New York Manhattan - Tesla Destination,1717 Broadway,,New York,NY,10019,,212-324-3774  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764369,-73.982707,11/03/2020,115031,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,Standard Parking 800 6th Ave - Tesla Destination,54 W 28th St,,New York,NY,10001,,800-836-6666  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.745449,-73.989622,11/03/2020,115155,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,BURNS MGT EMPIRE RUN 1,130 Excelsior Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089462,-73.767113,03/22/2022,193185,2022-03-22 00:31:22,,,,07/27/2021,J1772
ELEC,Best Western Watertown Fort Drum - Tesla Destination,300 Washington St,,Watertown,NY,13601,,315-782-8000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.971836,-75.911773,11/03/2020,122498,2021-03-11 23:22:17,P,,,03/01/2019,J1772 TESLA
ELEC,Albany International Airport,737 Albany Shaker Rd,Located in the long-term parking lot and the garage on level P2 near the pedestrian bridge,Albany,NY,12205,,518-242-2299  866-816-7584,E,,Public,24 hours daily; pay parking lot,,,16,,,EV Connect,http://evconnect.com/,200-8,42.739746,-73.808186,06/07/2021,64131,2021-12-06 18:36:15,P,,,06/10/2014,J1772
ELEC,2600 6TH AVE CHARGEPOINT 5,2600 6th Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.742071,-73.682119,03/22/2022,174189,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,PICOTTE 11 CORPORATE 2,11 Corporate Woods Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.683434,-73.766780,03/22/2022,180636,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,VIC AND CAMPUS LOT 13 1.1,7787 NY-30,,Paul Smiths,NY,12970,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.434170,-74.247350,03/22/2022,154725,2022-03-22 00:31:22,,,,03/26/2020,J1772
ELEC,Greenporter Hotel - Tesla Destination,326 Front St,,Greenport,NY,11944,,631-477-0066  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.101654,-72.364242,11/03/2020,114947,2021-03-11 23:22:17,P,,,09/01/2016,TESLA
ELEC,Faust Motel - Tesla Destination,151 Main St,,Tupper Lake,NY,12986,,518-420-8461  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.243737,-74.487414,11/03/2020,115244,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Duford Studios,127 E 83rd Street,Located between Park Ave & Lexington Ave. Attendant will assist in charging vehicle.  Parking rates apply. Inquire within,New York,NY,10028,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.778527,-73.957204,03/21/2022,189362,2022-03-21 22:55:12,,,,05/07/2021,J1772
ELEC,Kia of West Chester,326 Westtown Rd,,Westchester,NY,19382,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.960272,-75.587405,03/21/2022,190958,2022-03-21 22:55:12,,,,06/14/2021,J1772
ELEC,RTC WALSH 4,1 Walsh Cir,,Syracuse,NY,13208,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.075764,-76.169624,03/22/2022,174948,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,COMFORT INN COMFORT INN,156 Sacandaga Rd,,Scotia,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.834270,-73.969972,03/22/2022,162255,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,STRONG MUSEUM STRONG L1 #3,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151953,-77.600919,03/22/2022,174554,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,iPark - Paradise Garage,62-60 99th Street,Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,Rego Park,NY,11374,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.733347,-73.858012,03/21/2022,95270,2022-03-21 22:55:12,,,,03/15/2015,J1772
ELEC,Motor Parkway Plaza - Tesla Supercharger,694 Motor Parkway,,Hauppauge,NY,11788,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.806913,-73.238541,10/11/2021,196519,2021-11-04 18:37:47,P,,,09/25/2021,TESLA
ELEC,SUNY ADMIN LOT,80 Eaton St,,Morrisville,NY,13408,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.893103,-75.639596,03/22/2022,206376,2022-03-22 00:31:22,,,,02/15/2022,J1772
ELEC,1741 RT 9 EV5,1741 U.S. 9,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.869236,-73.773150,03/22/2022,185581,2022-03-22 00:31:22,,,,03/05/2021,J1772
ELEC,ESF STATION 2,1 Forestry Drive West Campus Drive,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.033882,-76.137749,03/22/2022,207787,2022-03-22 00:31:22,,,,03/09/2022,J1772
ELEC,MUNICIPAL EVSE HAVILAND COVE,75 Bush St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.292145,-73.652280,03/22/2022,155286,2022-03-22 00:31:22,,,,04/10/2020,J1772
ELEC,Nissan 112,730 Route 112,Route 112,Patchogue,NY,11772,,,E,,Public - Call ahead,Dealership business hours; contact 631-289-9100 for more information,,,1,1,,Non-Networked,,GPS,40.792986,-73.008270,06/09/2020,44180,2021-03-11 23:22:17,P,,,11/30/2011,CHADEMO J1772
ELEC,"The Standard, High Line - Tesla Destination",848  Washington St,,New York,NY,10014,,212-645-4646  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.740828,-74.008074,11/03/2020,115189,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,BURNS MGT SCH COMM BLD 3,1 Broom Shop Lane,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741644,-73.787819,03/22/2022,174712,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,LPCL STATION1,30 Lake Placid Club Way,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.283206,-73.979572,03/22/2022,123468,2022-03-22 00:31:22,,,,06/01/2019,J1772
ELEC,Towne Place New Hartford - Tesla Destination,4760 Middle Settlement Rd,,Whitesboro,NY,13492,,315-732-2500  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.095308,-75.318661,11/03/2020,115249,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,MIDDLE COUNTRY EMPLOYEE PARKIN,101 Eastwood Blvd,,Centereach,NY,11720,,888-758-4389,E,,Public,Mon 8:00am - 9:00pm; Tue 8:00am - 9:00pm; Wed 8:00am - 9:00pm; Thu 8:00am - 9:00pm; Fri 8:00am - 9:00pm; Sat 8:00am - 5:00pm; Sun 12:00pm - 5:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.865108,-73.080398,03/22/2022,182818,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Jim Barnard Chevrolet,7101 Buffalo Rd,,Churchville,NY,14428,,585-293-2120,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,43.099649,-77.897024,05/06/2021,81608,2022-02-10 19:42:29,P,,,01/01/2010,J1772
ELEC,BEDFORD_EV KATONAH LOT 1,70 Katonah Ave.  Lot 1,,Katonah,NY,10536,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.259809,-73.683831,03/22/2022,162339,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,NEFJ EV 2,1575 Western Ave,,Albany,NY,12203,,888-758-4389,E,,Public,Mon 9:00am - 6:00pm; Tue 9:00am - 6:00pm; Wed 9:00am - 6:00pm; Thu 9:00am - 6:00pm; Fri 9:00am - 6:00pm; Sat 9:00am - 6:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685026,-73.847941,03/22/2022,191762,2022-03-22 00:31:22,,,,07/03/2021,J1772
ELEC,Shops at Main / Transit - Tesla Supercharger,4455  Transit Road,,Buffalo,NY,14221,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.968675,-78.695680,10/11/2021,102328,2021-11-04 18:37:47,P,,,06/01/2015,TESLA
ELEC,EPLLC LOCKHEED 4,143 Ocean Channel Way,,Liverpool,NY,13088,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.110138,-76.187190,03/22/2022,145763,2022-03-22 00:31:22,,,,10/03/2019,J1772
ELEC,Jones Beach Theater,1000 Ocean Pkwy,,Wantaugh,NY,11793,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,40.601141,-73.502518,04/08/2020,123264,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,U.S.B.STATION#1 U.S.B STATION#3,180 Schwenk Dr,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.936927,-74.024779,03/22/2022,193448,2022-03-22 00:31:22,,,,08/03/2021,J1772
ELEC,ROCHESTER NY COURT ST 1,194 Court St,,Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.154074,-77.606985,03/22/2022,171691,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,2702 Queens Plaza South - Tesla Destination,2702 Queens Plaza S,,Long Island City,NY,11101,,718-864-2992  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.749893,-73.939758,11/03/2020,150653,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,SCCC AMMERMAN 3,College Rd,,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.844415,-73.055372,03/22/2022,193748,2022-03-22 00:31:22,,,,08/11/2021,J1772
ELEC,ABM Parking 750 Lexington Ave LLC - Tesla Destination,118 E 60th St,,New York,NY,10022,,212-754-2678  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762806,-73.968700,11/03/2020,115004,2021-03-11 23:22:17,P,,,11/01/2018,TESLA
ELEC,500 PEARL 500 PEARL,500 Pearl street,,Buffalo,NY,14202,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.893581,-78.873877,03/22/2022,153301,2022-03-22 00:31:22,,,,02/05/2020,J1772
ELEC,Little Man Parking,220 E 9th St,,Manhattan,NY,10003,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,6,,,EV Connect,http://evconnect.com/,200-9,40.729483,-73.988368,10/09/2020,166333,2021-03-11 23:22:17,P,,,05/29/2020,J1772
ELEC,iPark - 67th Street,3 East 67th Street,Located on 67th St between 5th Ave & Madison Ave. - Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,New York,NY,10065,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.769134,-73.968707,03/21/2022,190532,2022-03-21 22:55:12,,,,06/01/2021,J1772
ELEC,SUNY NEW PALTZ WALLKILL 3,10 Southside Loop,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741484,-74.088125,03/22/2022,122786,2022-03-22 00:31:22,,,,05/16/2019,J1772
ELEC,SVD 6 PARKER MATHUS,6 Parker Mathusa Pl,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.601087,-73.855318,03/22/2022,189398,2022-03-22 00:31:22,,,,05/09/2021,J1772
ELEC,COE ITC SYRACUSE UNIV,727-799 E Washington St,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.049634,-76.141079,03/22/2022,162275,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,COMMCTR 59 N. PUTT 1,59 N Putt Corners Rd,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.747726,-74.064644,03/22/2022,202954,2022-03-22 00:31:22,,,,12/23/2021,J1772
ELEC,Hawthorne Valley - Tesla Destination,330 Country Rte 21C,,Ghent,NY,12075,,518-672-4465  877-798-3752,E,,Public,24 hours daily,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.270437,-73.593885,11/03/2020,114946,2021-03-11 23:22:17,P,,,07/26/2018,J1772 TESLA
ELEC,CHARLIE JOHNS CHARLIE JOHNS,111 Elm Lake Road,,Speculator,NY,12164,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.502346,-74.364188,03/22/2022,163426,2022-03-22 00:31:22,,,,06/17/2020,J1772
ELEC,MOHAWK HARBOR01 STATION #3,220 Harborside Blvd,,Schenectady,NY,12308,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.825252,-73.931190,03/22/2022,181903,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Nissan - Garden City,316 N Franklin St,,Hempstead,NY,11550,,,E,,Public - Call ahead,Dealership business hours; contact 516-483-4400 for more information,,,1,1,,Non-Networked,,GPS,40.716930,-73.630152,02/10/2022,44346,2022-02-10 19:42:29,P,,,11/30/2011,CHADEMO J1772
ELEC,NORTH WOOD STATION 1,700 Warren Rd,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.486806,-76.470601,03/22/2022,162227,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,Broccolo Tree and Lawncare Garden Center,2755 Penfield Rd,,Fairport,NY,14450,,585-424-4476,E,,Public,8am-5pm daily,A Cash D M V,,1,,,Non-Networked,,200-9,43.129935,-77.386788,03/07/2022,61760,2022-03-07 19:49:53,P,,,09/01/2013,J1772
ELEC,The Precipart Group,100 Finn Ct,,Farmingdale,NY,11735,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,40.759225,-73.403379,04/08/2020,155098,2021-03-11 23:22:17,P,,,04/07/2019,J1772
ELEC,Smoky Rock BBQ - Tesla Destination,6367 Mill St,,Rhinebeck,NY,12572,,845-876-5232  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.925496,-73.913269,11/03/2020,115217,2021-03-11 23:22:17,P,,,12/15/2016,TESLA
ELEC,854ELLICOTT 854 ELLICOTT 6,854 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901752,-78.867526,03/22/2022,180113,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,South Meadow Marketplace - Tesla Supercharger,740 South Meadow Street,,Ithaca,NY,14850,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.428603,-76.509111,10/11/2021,149318,2021-11-04 18:37:47,P,,,09/30/2019,TESLA
ELEC,OMG EV CHARGER EVCHARGER4,656 Co Hwy 33,,Cooperstown,NY,13326,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.626130,-74.945080,03/22/2022,205124,2022-03-22 00:31:22,,,,01/21/2022,J1772
ELEC,Town of Brookhaven,1 Independence Hill,,Farmingville,NY,11738,,866-816-7584,E,,Public - Credit card at all times,"24 hours daily; also accepts PayPal, Apple Pay",A D M V,,2,,,EV Connect,http://evconnect.com/,200-9,40.843624,-73.015579,02/15/2021,184036,2021-08-04 00:01:52,LG,,,11/24/2020,J1772
ELEC,Hampton Inn by Hilton Kingston - Tesla Destination,1307 Ulster Ave,,Kingston,NY,12401,,845-382-2600  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.970001,-73.989083,11/03/2020,114961,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,NATIONAL GRID CENTURY HOUSE,977 Loudon rd,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.771298,-73.752656,03/22/2022,162221,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,BottleBuys,350 Glen Head Road,Store hoursMon - Sat 10am-8pm Sun Noon-5pmFREE During business hours$2.00 per hour when closed,Glen Head,NY,11545,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.837575,-73.614379,03/22/2022,148164,2022-03-22 00:22:04,,,,11/27/2014,J1772
ELEC,PATRON STATION1,15 Lee Ave,,Lindenhurst,NY,11757,,888-758-4389,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 7:00am - 6:00pm; Sun 7:00am - 6:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.682617,-73.367060,03/22/2022,204760,2022-03-22 00:31:22,,,,01/14/2022,J1772
ELEC,PJ VILLAGE BARNUM PARKING,209 Barnum Ave,,Port Jefferson,NY,11777,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.944218,-73.070775,03/22/2022,185740,2022-03-22 00:31:22,,,,03/09/2021,J1772
ELEC,The Sherburne News,17 E State St,,Sherburne,NY,13460,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,42.678484,-75.497735,11/04/2021,197539,2022-02-10 19:42:29,P,,,10/04/2021,J1772
ELEC,VILLAGE HALL WELCOME CENTER,12-40 Water St,,Brockport,NY,14420,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.215696,-77.937193,03/22/2022,162322,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,Ruge's Chevrolet,3692 Route 44,,Millbrook,NY,12545,,845-444-3039,E,,Public - Call ahead,Dealership business hours; for customer use only,,,1,,,Non-Networked,,200-9,41.791563,-73.659717,06/07/2021,53442,2022-02-10 19:42:29,P,,,10/01/2012,J1772
ELEC,THERMAL QUICK AG EV2,11 Sitterly Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.850615,-73.757243,03/22/2022,181637,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,GHMC PARKINGGARAGE1,707 E Main St,,Middletown,NY,10940,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.441925,-74.368095,03/22/2022,202335,2022-03-22 00:31:22,,,,12/10/2021,J1772
ELEC,HOLT1 HOLT,671-699 W State St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.439069,-76.510104,03/22/2022,162290,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,FAIRFIELD VERON FAIRFIELD 1.2,5280 Willow Pl,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.117188,-75.596160,03/22/2022,175106,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Gurney's Montauk Resort & Spa - Tesla Destination,290 Old Montauk Hwy,,Montauk,NY,11954,,631-668-2345  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.015489,-71.992316,11/03/2020,114979,2021-03-11 23:22:17,P,,,12/15/2016,J1772 TESLA
ELEC,INN SQ INN SQ GW 1,86 S Clinton Ave,,Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.155291,-77.605527,03/22/2022,204921,2022-03-22 00:31:22,,,,01/15/2022,J1772
